Yes/No siphon,Classification,Latitude,Longitude,Photo
0,Aedes,7.3145,99.6731,https://data.globe.gov/system/photos/2021/11/22/2520656/original.jpg
0,Aedes,7.3145,99.6731,https://data.globe.gov/system/photos/2021/11/22/2520655/original.jpg
0,Aedes,7.3145,99.6731,https://data.globe.gov/system/photos/2021/11/22/2520657/original.jpg
0,Aedes,7.3145,99.6731,https://data.globe.gov/system/photos/2021/11/22/2520659/original.jpg
0,Aedes,7.3145,99.6731,https://data.globe.gov/system/photos/2021/11/22/2520658/original.jpg
0,Aedes,7.553,99.5584,https://data.globe.gov/system/photos/2022/02/11/2749181/original.jpg
0,Aedes,7.5574,99.6037,https://data.globe.gov/system/photos/2021/08/22/2412036/original.jpg
0,Aedes,7.553,99.55842,https://data.globe.gov/system/photos/2022/02/11/2749199/original.jpg
0,Aedes,7.553,99.55842,https://data.globe.gov/system/photos/2022/02/11/2749198/original.jpg
0,Aedes,7.553,99.55842,https://data.globe.gov/system/photos/2022/02/11/2749201/original.jpg
0,Aedes,7.553,99.55842,https://data.globe.gov/system/photos/2022/02/11/2749202/original.jpg
0,Aedes,7.553,99.55842,https://data.globe.gov/system/photos/2022/02/07/2749163/original.jpg
0,Aedes,7.5552,99.5569,https://data.globe.gov/system/photos/2022/02/07/2749141/original.jpg
0,Aedes,7.5552,99.5569,https://data.globe.gov/system/photos/2022/02/07/2749142/original.jpg
0,Aedes,7.553,99.55842,https://data.globe.gov/system/photos/2022/02/07/2749167/original.jpg
0,Aedes,7.5268,99.7301,https://data.globe.gov/system/photos/2021/08/21/2391952/original.jpg
0,Aedes,7.5268,99.7301,https://data.globe.gov/system/photos/2021/08/21/2391953/original.jpg
0,Aedes,7.553,99.5584,https://data.globe.gov/system/photos/2022/02/07/2754802/original.jpg
0,Aedes,7.553,99.5584,https://data.globe.gov/system/photos/2022/02/07/2754801/original.jpg
0,Aedes,7.553,99.5584,https://data.globe.gov/system/photos/2022/02/07/2754799/original.jpg
0,Aedes,7.553,99.5584,https://data.globe.gov/system/photos/2022/02/07/2754795/original.jpg
0,Aedes,7.553,99.5584,https://data.globe.gov/system/photos/2022/02/07/2754796/original.jpg
0,Aedes,14.84,-17.1328,https://data.globe.gov/system/photos/2019/07/30/1151699/original.jpg
0,Aedes,15.0508,-16.2373,https://data.globe.gov/system/photos/2019/06/20/1108259/original.jpg
0,Aedes,15.0508,-16.2373,https://data.globe.gov/system/photos/2019/06/20/1108260/original.jpg
0,Aedes,15.0508,-16.2373,https://data.globe.gov/system/photos/2019/06/20/1108261/original.jpg
0,Aedes,15.0508,-15.2373,https://data.globe.gov/system/photos/2019/05/15/1071687/original.jpg
0,Aedes,15.0508,-15.2373,https://data.globe.gov/system/photos/2019/05/15/1071686/original.jpg
0,Aedes,15.0508,-16.2373,https://data.globe.gov/system/photos/2019/06/09/1096491/original.jpg
0,Aedes,14.8225,-15.8795,https://data.globe.gov/system/photos/2019/10/14/1248117/original.jpg
0,Aedes,14.8225,-15.8795,https://data.globe.gov/system/photos/2019/10/14/1248118/original.jpg
0,Aedes,14.8409,-15.8799,https://data.globe.gov/system/photos/2019/10/14/1248025/original.jpg
0,Aedes,14.8409,-15.8799,https://data.globe.gov/system/photos/2019/10/14/1248027/original.jpg
0,Culex,15.0471,-16.2419,https://data.globe.gov/system/photos/2019/11/02/1322723/original.jpg
0,Culex,15.0471,-16.2419,https://data.globe.gov/system/photos/2019/11/02/1322724/original.jpg
0,Aedes,15.0508,-16.2373,https://data.globe.gov/system/photos/2019/04/14/1036908/original.jpg
0,Aedes,15.0508,-16.2373,https://data.globe.gov/system/photos/2019/04/14/1036909/original.jpg
0,Aedes,15.0406,-16.248,https://data.globe.gov/system/photos/2019/03/03/980738/original.jpg
0,Aedes,15.0406,-16.248,https://data.globe.gov/system/photos/2019/03/03/980737/original.jpg
0,Aedes,15.0413,-16.2494,https://data.globe.gov/system/photos/2019/03/07/986625/original.jpg
0,Aedes,15.0413,-16.2494,https://data.globe.gov/system/photos/2019/03/07/986627/original.jpg
0,Aedes,15.0412,-16.2495,https://data.globe.gov/system/photos/2019/03/11/991790/original.jpg
0,Aedes,15.0412,-16.2495,https://data.globe.gov/system/photos/2019/03/11/991789/original.jpg
1,Anopheles,15.041,-16.248,https://data.globe.gov/system/photos/2019/03/05/984411/original.jpg
1,Anopheles,15.041,-16.248,https://data.globe.gov/system/photos/2019/03/05/984412/original.jpg
0,Aedes,14.7702,-16.937,https://data.globe.gov/system/photos/2019/02/13/965697/original.jpg
1,Anopheles,14.6841,-17.4622,https://data.globe.gov/system/photos/2019/02/23/974096/original.jpg
1,Anopheles,14.684,-17.4613,https://data.globe.gov/system/photos/2019/02/23/974095/original.jpg
0,Aedes,14.6899,-17.4616,https://data.globe.gov/system/photos/2019/01/27/952568/original.jpg
0,Aedes,14.6896,-17.4612,https://data.globe.gov/system/photos/2019/01/27/952569/original.jpg
0,Aedes,14.6899,-17.4616,https://data.globe.gov/system/photos/2019/03/14/994854/original.jpg
1,Anopheles,14.699,-17.4671,https://data.globe.gov/system/photos/2019/04/01/1016866/original.jpg
1,Anopheles,14.6991,-17.4697,https://data.globe.gov/system/photos/2019/04/01/1016868/original.jpg
1,Anopheles,14.6992,-17.4682,https://data.globe.gov/system/photos/2019/04/01/1016581/original.jpg
1,Anopheles,14.7018,-17.4716,https://data.globe.gov/system/photos/2019/04/01/1016580/original.jpg
1,Anopheles,14.6897,-17.4601,https://data.globe.gov/system/photos/2019/03/31/1015000/original.jpg
0,Aedes,14.7171,-17.4909,https://data.globe.gov/system/photos/2019/03/31/1015184/original.jpg
0,Aedes,14.6897,-17.4611,https://data.globe.gov/system/photos/2019/03/30/1014427/original.jpg
1,Anopheles,14.6893,-17.4596,https://data.globe.gov/system/photos/2019/03/17/998537/original.jpg
0,Aedes,14.7463,-17.4243,https://data.globe.gov/system/photos/2019/04/03/1019619/original.jpg
0,Aedes,14.7383,-17.4324,https://data.globe.gov/system/photos/2019/03/21/1001330/original.jpg
0,Aedes,14.7297,-17.4423,https://data.globe.gov/system/photos/2019/03/21/1001329/original.jpg
0,Aedes,14.7489,-17.4265,https://data.globe.gov/system/photos/2019/03/20/1000900/original.jpg
0,Aedes,14.7501,-17.4271,https://data.globe.gov/system/photos/2019/03/20/1000901/original.jpg
0,Aedes,14.7318,-17.4333,https://data.globe.gov/system/photos/2019/03/19/1000189/original.jpg
1,Anopheles,14.7065,-17.4466,https://data.globe.gov/system/photos/2019/04/07/1024062/original.jpg
1,Anopheles,14.6919,-17.449,https://data.globe.gov/system/photos/2019/04/07/1024061/original.jpg
1,Anopheles,14.702,-17.4469,https://data.globe.gov/system/photos/2019/04/10/1029397/original.jpg
0,Aedes,14.84,-17.1328,https://data.globe.gov/system/photos/2019/03/26/1008667/original.jpg
0,Aedes,14.8306,-17.1381,https://data.globe.gov/system/photos/2019/03/23/1004546/original.jpg
0,Aedes,14.7028,-17.4542,https://data.globe.gov/system/photos/2019/03/23/1004547/original.jpg
0,Aedes,15.0508,-16.2373,https://data.globe.gov/system/photos/2019/01/06/940415/original.jpg
0,Aedes,15.0508,-15.2373,https://data.globe.gov/system/photos/2019/01/06/940416/original.jpg
0,Aedes,15.0508,-16.2373,https://data.globe.gov/system/photos/2018/12/15/929979/original.jpg
0,Culex,14.8225,-15.8795,https://data.globe.gov/system/photos/2018/12/22/933262/original.jpg
0,Aedes,14.8409,-15.8799,https://data.globe.gov/system/photos/2019/11/27/1392120/original.jpg
0,Aedes,15.0471,-16.2419,https://data.globe.gov/system/photos/2019/11/27/1392116/original.jpg
0,Aedes,15.0508,-16.2473,https://data.globe.gov/system/photos/2019/11/27/1392117/original.jpg
0,Aedes,15.0508,-16.2373,https://data.globe.gov/system/photos/2019/02/09/962728/original.jpg
0,Aedes,15.0508,-16.2373,https://data.globe.gov/system/photos/2019/02/09/962725/original.jpg
,Aedes,15.0495,-16.2401,https://data.globe.gov/system/photos/2018/12/22/933237/original.jpg
1,Anopheles,15.0495,-16.2401,https://data.globe.gov/system/photos/2018/12/22/933232/original.jpg
0,Aedes,15.0406,-16.248,https://data.globe.gov/system/photos/2018/12/22/933244/original.jpg
0,Aedes,15.0413,-16.2494,https://data.globe.gov/system/photos/2018/12/22/933239/original.jpg
0,Aedes,15.0412,-16.2495,https://data.globe.gov/system/photos/2018/12/29/936133/original.jpg
0,Aedes,15.0388,-16.2535,https://data.globe.gov/system/photos/2018/12/29/936136/original.jpg
0,Aedes,15.041,-16.248,https://data.globe.gov/system/photos/2019/01/13/944325/original.jpg
0,Aedes,15.0406,-16.248,https://data.globe.gov/system/photos/2019/01/13/944327/original.jpg
0,Aedes,15.0412,-16.2495,https://data.globe.gov/system/photos/2019/01/13/944326/original.jpg
1,Anopheles,15.0424,-16.2425,https://data.globe.gov/system/photos/2019/01/09/942465/original.jpg
1,Anopheles,15.0437,-16.2443,https://data.globe.gov/system/photos/2019/01/09/942467/original.jpg
1,Anopheles,14.8378,-15.8784,https://data.globe.gov/system/photos/2019/01/09/942468/original.jpg
0,Aedes,14.8378,-15.8784,https://data.globe.gov/system/photos/2019/01/17/947597/original.jpg
0,Aedes,15.0508,-16.2374,https://data.globe.gov/system/photos/2019/01/17/947601/original.jpg
0,Aedes,14.85,-15.8833,https://data.globe.gov/system/photos/2019/01/17/947599/original.jpg
0,Aedes,14.8405,-15.8799,https://data.globe.gov/system/photos/2019/01/17/947598/original.jpg
0,Culex,14.8405,-15.8833,https://data.globe.gov/system/photos/2019/01/17/947408/original.jpg
0,Culex,14.8405,-15.8899,https://data.globe.gov/system/photos/2019/01/17/947409/original.jpg
0,Culex,14.85,-16.8833,https://data.globe.gov/system/photos/2019/01/17/947410/original.jpg
0,Culex,14.8405,-15.8799,https://data.globe.gov/system/photos/2019/01/17/947432/original.jpg
0,Culex,14.85,-15.89,https://data.globe.gov/system/photos/2019/01/17/947431/original.jpg
1,Anopheles,15.0508,-16.2374,https://data.globe.gov/system/photos/2019/03/19/1000174/original.jpg
1,Anopheles,15.0411,-16.2495,https://data.globe.gov/system/photos/2019/03/19/1000167/original.jpg
1,Anopheles,15.0516,-16.2358,https://data.globe.gov/system/photos/2019/03/19/1000170/original.jpg
0,Aedes,14.85,-15.8833,https://data.globe.gov/system/photos/2019/03/11/991994/original.jpg
0,Aedes,15.0403,-16.2476,https://data.globe.gov/system/photos/2019/03/11/991993/original.jpg
0,Culex,15.0402,-16.2484,https://data.globe.gov/system/photos/2019/01/17/947402/original.jpg
0,Culex,15.0411,-16.2495,https://data.globe.gov/system/photos/2019/01/17/947403/original.jpg
0,Culex,15.0412,-16.2495,https://data.globe.gov/system/photos/2019/01/17/947404/original.jpg
0,Aedes,15.0412,-16.2495,https://data.globe.gov/system/photos/2019/03/29/1012724/original.jpg
1,Anopheles,15.0508,-16.2374,https://data.globe.gov/system/photos/2019/01/09/942453/original.jpg
1,Anopheles,15.0516,-16.2358,https://data.globe.gov/system/photos/2019/01/09/942456/original.jpg
1,Anopheles,14.8405,-15.8799,https://data.globe.gov/system/photos/2019/01/09/942457/original.jpg
1,Anopheles,15.0403,-16.2476,https://data.globe.gov/system/photos/2019/01/09/942458/original.jpg
0,Aedes,15.0531,-16.2336,https://data.globe.gov/system/photos/2019/01/06/940349/original.jpg
0,Aedes,15.0428,-16.2469,https://data.globe.gov/system/photos/2019/01/04/939295/original.jpg
0,Culex,14.1443,-16.089,https://data.globe.gov/system/photos/2019/01/17/947428/original.jpg
0,Culex,6.3754,2.3401,https://data.globe.gov/system/photos/2019/01/17/947427/original.jpg
0,Culex,6.3704,2.3389,https://data.globe.gov/system/photos/2018/12/29/936117/original.jpg
0,Culex,14.1476,-16.0984,https://data.globe.gov/system/photos/2018/12/29/936115/original.jpg
0,Culex,14.6848,-17.4648,https://data.globe.gov/system/photos/2018/12/29/936114/original.jpg
0,Culex,14.6889,-17.4606,https://data.globe.gov/system/photos/2018/12/29/936112/original.jpg
0,Culex,14.6861,-17.4653,https://data.globe.gov/system/photos/2018/12/29/936118/original.jpg
0,Aedes,14.7779,-17.3989,https://data.globe.gov/system/photos/2019/11/26/1390633/original.jpg
0,Aedes,14.755,-17.4037,https://data.globe.gov/system/photos/2019/11/21/1383372/original.jpg
0,Culex,14.7547,-17.4021,https://data.globe.gov/system/photos/2019/10/08/1235367/original.jpg
0,Culex,6.7364,2.1656,https://data.globe.gov/system/photos/2019/10/08/1235369/original.jpg
0,Aedes,14.7314,-17.432,https://data.globe.gov/system/photos/2019/09/26/1220641/original.jpg
1,Anopheles,14.7545,-17.4027,https://data.globe.gov/system/photos/2019/10/16/1257592/original.jpg
0,Aedes,14.7716,-17.2402,https://data.globe.gov/system/photos/2019/10/16/1257593/original.jpg
0,Aedes,14.6861,-17.4647,https://data.globe.gov/system/photos/2019/10/16/1257595/original.jpg
1,Anopheles,14.7738,-17.3705,https://data.globe.gov/system/photos/2019/10/20/1272576/original.jpg
0,Culex,14.689,-17.4606,https://data.globe.gov/system/photos/2019/10/20/1272583/original.jpg
0,Culex,14.7558,-17.4021,https://data.globe.gov/system/photos/2019/10/20/1272589/original.jpg
0,Aedes,14.6836,-17.4613,https://data.globe.gov/system/photos/2019/10/20/1272586/original.jpg
0,Aedes,14.6934,-17.4604,https://data.globe.gov/system/photos/2019/10/20/1272566/original.jpg
0,Culex,14.7122,-17.4416,https://data.globe.gov/system/photos/2019/10/19/1271226/original.jpg
1,Anopheles,14.7213,-17.4782,https://data.globe.gov/system/photos/2019/10/19/1271222/original.jpg
0,Aedes,14.6923,-17.4599,https://data.globe.gov/system/photos/2019/10/18/1267958/original.jpg
1,Anopheles,14.6915,-17.462,https://data.globe.gov/system/photos/2019/09/26/1219964/original.jpg
0,Aedes,14.6993,-17.4671,https://data.globe.gov/system/photos/2019/09/28/1223399/original.jpg
0,Aedes,14.689,-17.4608,https://data.globe.gov/system/photos/2019/09/28/1223402/original.jpg
0,Aedes,14.7203,-17.4871,https://data.globe.gov/system/photos/2019/09/28/1222817/original.jpg
0,Aedes,14.7182,-17.4864,https://data.globe.gov/system/photos/2019/09/28/1222815/original.jpg
0,Aedes,14.7095,-17.4804,https://data.globe.gov/system/photos/2019/09/28/1222807/original.jpg
0,Aedes,14.7176,-17.4849,https://data.globe.gov/system/photos/2019/09/28/1222810/original.jpg
0,Aedes,14.72,-17.4864,https://data.globe.gov/system/photos/2019/09/28/1222791/original.jpg
0,Aedes,14.7131,-17.4843,https://data.globe.gov/system/photos/2019/09/28/1222792/original.jpg
0,Aedes,14.7061,-17.4772,https://data.globe.gov/system/photos/2019/09/26/1220638/original.jpg
0,Culex,14.7218,-17.4904,https://data.globe.gov/system/photos/2019/10/01/1226097/original.jpg
1,Anopheles,14.7224,-17.4908,https://data.globe.gov/system/photos/2019/10/01/1226120/original.jpg
0,Aedes,14.6899,-17.4616,https://data.globe.gov/system/photos/2019/09/30/1224075/original.jpg
0,Aedes,14.7186,-17.4856,https://data.globe.gov/system/photos/2019/09/30/1224186/original.jpg
1,Anopheles,14.6985,-17.4668,https://data.globe.gov/system/photos/2019/09/27/1221996/original.jpg
0,Culex,14.6925,-17.4599,https://data.globe.gov/system/photos/2019/09/27/1221997/original.jpg
0,Culex,14.6922,-17.4599,https://data.globe.gov/system/photos/2019/09/27/1222030/original.jpg
1,Anopheles,14.6896,-17.4612,https://data.globe.gov/system/photos/2019/09/24/1217234/original.jpg
